2019-03-19 03:01:00,952,221
2019-03-19 03:02:00,1071,289
2019-03-19 03:03:00,1060,245
2019-03-19 03:04:00,936,240
2019-03-19 03:05:00,908,220
2019-03-19 03:06:00,1045,254
2019-03-19 03:07:00,1080,248
2019-03-19 03:08:00,1094,279
2019-03-19 03:09:00,825,192
2019-03-19 03:10:00,1029,245
